log_id,student_id,session_date,attended
ATT-D40DDD4B,STU-5C4D80,2025-11-27,1
ATT-6D026EBF,STU-5CB7F8,2025-06-02,1
ATT-E29D5DAF,STU-5CB7F8,2025-06-09,1
ATT-40B63DDD,STU-5CB7F8,2025-06-16,1
ATT-11890210,STU-5CB7F8,2025-06-23,1
ATT-5E55C1F9,STU-5CB7F8,2025-06-30,0
ATT-BBAC033F,STU-5CB7F8,2025-07-07,1
ATT-3BDF4621,STU-5CB7F8,2025-07-14,1
ATT-8D09508D,STU-5CB7F8,2025-07-21,1
ATT-8B1EF95C,STU-5CB7F8,2025-07-28,1
ATT-CFAFE44C,STU-5CB7F8,2025-08-04,1
ATT-0C1D5215,STU-5CB7F8,2025-08-11,1
ATT-CE4CB2F7,STU-5CB7F8,2025-08-18,1
ATT-6D74D494,STU-5CB7F8,2025-08-25,0
ATT-2BB273A5,STU-5CB7F8,2025-09-01,0
ATT-5E7CF489,STU-5CB7F8,2025-09-08,1
ATT-3C79412C,STU-5CB7F8,2025-09-15,1
ATT-6CD61C4D,STU-5CB7F8,2025-09-22,1
ATT-256D127E,STU-5CB7F8,2025-09-29,0
ATT-75BAD5C3,STU-5CB7F8,2025-10-06,1
ATT-B9DF5640,STU-5CB7F8,2025-10-13,0
ATT-253D94E0,STU-5CB7F8,2025-10-20,0
ATT-82E1545E,STU-5CB7F8,2025-10-27,0
ATT-1D417806,STU-5CB7F8,2025-11-03,1
ATT-FA5B8EBA,STU-5CB7F8,2025-11-10,1
ATT-1D595DFC,STU-5CB7F8,2025-11-17,1
ATT-0F5B2E9F,STU-5CB7F8,2025-11-24,0
ATT-1585C27A,STU-5CB7F8,2025-12-01,0
ATT-6C991967,STU-5CB7F8,2025-06-05,1
ATT-F6912A9D,STU-5CB7F8,2025-06-12,1
ATT-62947A20,STU-5CB7F8,2025-06-19,1
ATT-2813F3A3,STU-5CB7F8,2025-06-26,1
ATT-37D0C0D7,STU-5CB7F8,2025-07-03,1
ATT-3D4A74BD,STU-5CB7F8,2025-07-10,0
ATT-A4B3E5D7,STU-5CB7F8,2025-07-17,1
ATT-D0E20169,STU-5CB7F8,2025-07-24,1
ATT-B29D892B,STU-5CB7F8,2025-07-31,1
ATT-7886358A,STU-5CB7F8,2025-08-07,0
ATT-BC599AE8,STU-5CB7F8,2025-08-14,0
ATT-1D5C09C3,STU-5CB7F8,2025-08-21,0
ATT-F2CE0E19,STU-5CB7F8,2025-08-28,1
ATT-F60516DB,STU-5CB7F8,2025-09-04,1
ATT-0AC3402C,STU-5CB7F8,2025-09-11,1
ATT-34663240,STU-5CB7F8,2025-09-18,1
ATT-ED1BFF95,STU-5CB7F8,2025-09-25,1
ATT-9F41F60B,STU-5CB7F8,2025-10-02,1
ATT-4DD871C9,STU-5CB7F8,2025-10-09,1
ATT-5BA0FA00,STU-5CB7F8,2025-10-16,1
ATT-AA6A1DD0,STU-5CB7F8,2025-10-23,0
ATT-4AE9F0F3,STU-5CB7F8,2025-10-30,1
ATT-245683AD,STU-5CB7F8,2025-11-06,1
ATT-B89E308D,STU-5CB7F8,2025-11-13,0
ATT-99066F79,STU-5CB7F8,2025-11-20,1
ATT-16060944,STU-5CB7F8,2025-11-27,0
ATT-81FB21CD,STU-190F92,2025-06-02,1
ATT-2F453F53,STU-190F92,2025-06-09,0
ATT-F84191F6,STU-190F92,2025-06-16,0
ATT-A0BF0F63,STU-190F92,2025-06-23,1
ATT-902F9DA0,STU-190F92,2025-06-30,1
ATT-F8B77B9F,STU-190F92,2025-07-07,0
ATT-7076C71E,STU-190F92,2025-07-14,1
ATT-8D0C8ACC,STU-190F92,2025-07-21,0
ATT-E022C7E9,STU-190F92,2025-07-28,1
ATT-40EAC444,STU-190F92,2025-08-04,1
ATT-921B0B67,STU-190F92,2025-08-11,1
ATT-7483D670,STU-190F92,2025-08-18,0
ATT-31E19E10,STU-190F92,2025-08-25,1
ATT-8776DAA9,STU-190F92,2025-09-01,1
ATT-B37749DA,STU-190F92,2025-09-08,1
ATT-D372F69F,STU-190F92,2025-09-15,1
ATT-F80AD7BE,STU-190F92,2025-09-22,0
ATT-CC5D6DA4,STU-190F92,2025-09-29,1
ATT-DBD602E1,STU-190F92,2025-10-06,0
ATT-88D19DC2,STU-190F92,2025-10-13,1
ATT-ABEA8C91,STU-190F92,2025-10-20,0
ATT-BFE3FDD6,STU-190F92,2025-10-27,1
ATT-3111188D,STU-190F92,2025-11-03,1
ATT-104A0520,STU-190F92,2025-11-10,1
ATT-D5A49F52,STU-190F92,2025-11-17,0
ATT-6E1342A3,STU-190F92,2025-11-24,1
ATT-623164D3,STU-190F92,2025-12-01,1
ATT-BB5D99B2,STU-190F92,2025-06-05,1
ATT-20FFF944,STU-190F92,2025-06-12,1
ATT-37E3593A,STU-190F92,2025-06-19,1
ATT-594DD6FD,STU-190F92,2025-06-26,0
ATT-754D9702,STU-190F92,2025-07-03,0
ATT-85F9FF6E,STU-190F92,2025-07-10,1
ATT-A97B2B42,STU-190F92,2025-07-17,1
ATT-A0176D1F,STU-190F92,2025-07-24,0
ATT-8A1E4CBB,STU-190F92,2025-07-31,0
ATT-F687D1E8,STU-190F92,2025-08-07,1
ATT-3BCDE5A7,STU-190F92,2025-08-14,1
ATT-31226D99,STU-190F92,2025-08-21,1
ATT-FBD3720B,STU-190F92,2025-08-28,1
ATT-92F90BE7,STU-190F92,2025-09-04,1
ATT-93C78F4F,STU-190F92,2025-09-11,1
ATT-EB828339,STU-190F92,2025-09-18,0
ATT-739F0226,STU-190F92,2025-09-25,1
ATT-1EEF5B13,STU-190F92,2025-10-02,1
ATT-B039AF3F,STU-190F92,2025-10-09,1
ATT-8AA42168,STU-190F92,2025-10-16,1
ATT-CB94623F,STU-190F92,2025-10-23,1
ATT-7C64BA65,STU-190F92,2025-10-30,1
ATT-D39A418F,STU-190F92,2025-11-06,1
ATT-5408EFD7,STU-190F92,2025-11-13,0
ATT-67F58F3E,STU-190F92,2025-11-20,1
ATT-40E3664D,STU-190F92,2025-11-27,1
ATT-5B5961FA,STU-88A7B2,2025-06-02,1
ATT-C679772B,STU-88A7B2,2025-06-09,0
ATT-CDBD975D,STU-88A7B2,2025-06-16,0
ATT-2DE03EFF,STU-88A7B2,2025-06-23,0
ATT-8E5FE521,STU-88A7B2,2025-06-30,1
ATT-E2520FE3,STU-88A7B2,2025-07-07,1
ATT-D80FE4BF,STU-88A7B2,2025-07-14,0
ATT-FB882875,STU-88A7B2,2025-07-21,1
ATT-3E786F64,STU-88A7B2,2025-07-28,1
ATT-C0224561,STU-88A7B2,2025-08-04,1
ATT-856514DD,STU-88A7B2,2025-08-11,1
ATT-93C3C0A9,STU-88A7B2,2025-08-18,1
ATT-B995E4D5,STU-88A7B2,2025-08-25,1
ATT-14CA74C3,STU-88A7B2,2025-09-01,1
ATT-AC1C470A,STU-88A7B2,2025-09-08,1
ATT-2B8CDF76,STU-88A7B2,2025-09-15,1
ATT-533E0F06,STU-88A7B2,2025-09-22,1
ATT-AF9085A7,STU-88A7B2,2025-09-29,0
ATT-0734C1DD,STU-88A7B2,2025-10-06,1
ATT-C830ABE5,STU-88A7B2,2025-10-13,1
ATT-B551B149,STU-88A7B2,2025-10-20,0
ATT-ADCB1691,STU-88A7B2,2025-10-27,1
ATT-62FF520C,STU-88A7B2,2025-11-03,1
ATT-1E30DC63,STU-88A7B2,2025-11-10,1
ATT-0A654741,STU-88A7B2,2025-11-17,0
ATT-5C22A349,STU-88A7B2,2025-11-24,1
ATT-ACCB621A,STU-88A7B2,2025-12-01,0
ATT-D265A6EC,STU-88A7B2,2025-06-05,1
ATT-EFF0BA90,STU-88A7B2,2025-06-12,0
ATT-8D877308,STU-88A7B2,2025-06-19,1
ATT-23028377,STU-88A7B2,2025-06-26,1
ATT-67D22FE6,STU-88A7B2,2025-07-03,1
ATT-A01B1AD1,STU-88A7B2,2025-07-10,1
ATT-93E47535,STU-88A7B2,2025-07-17,0
ATT-442902EF,STU-88A7B2,2025-07-24,0
ATT-5F84C3A6,STU-88A7B2,2025-07-31,1
ATT-82085C64,STU-88A7B2,2025-08-07,1
ATT-FC20F49F,STU-88A7B2,2025-08-14,0
ATT-D10A226D,STU-88A7B2,2025-08-21,1
ATT-8B5898F3,STU-88A7B2,2025-08-28,0
ATT-74BA2906,STU-88A7B2,2025-09-04,0
ATT-9125CA4F,STU-88A7B2,2025-09-11,0
ATT-BACBE05E,STU-88A7B2,2025-09-18,1
ATT-28F8AE5A,STU-88A7B2,2025-09-25,1
ATT-C2F11390,STU-88A7B2,2025-10-02,1
ATT-749F12E8,STU-88A7B2,2025-10-09,0
ATT-5EBC7634,STU-88A7B2,2025-10-16,1
ATT-6065F1A0,STU-88A7B2,2025-10-23,1
ATT-65D6E56D,STU-88A7B2,2025-10-30,1
ATT-C49D6B5E,STU-88A7B2,2025-11-06,0
ATT-B8359EAA,STU-88A7B2,2025-11-13,1
ATT-A11E0CFF,STU-88A7B2,2025-11-20,1
ATT-2A366EC4,STU-88A7B2,2025-11-27,1
ATT-D6A50286,STU-4B7735,2025-06-02,1
ATT-C9A8BFD1,STU-4B7735,2025-06-09,1
ATT-B32C6535,STU-4B7735,2025-06-16,1
ATT-D0FE5A6D,STU-4B7735,2025-06-23,1
ATT-C1321960,STU-4B7735,2025-06-30,1
ATT-BA99D8BB,STU-4B7735,2025-07-07,0
ATT-6FEE97BC,STU-4B7735,2025-07-14,1
ATT-85A3CD17,STU-4B7735,2025-07-21,0
ATT-14F75968,STU-4B7735,2025-07-28,1
ATT-3A417ED9,STU-4B7735,2025-08-04,1
ATT-7963E17E,STU-4B7735,2025-08-11,0
ATT-D592A8BA,STU-4B7735,2025-08-18,1
ATT-25E7BEA4,STU-4B7735,2025-08-25,1
ATT-87061621,STU-4B7735,2025-09-01,0
ATT-B58CBACF,STU-4B7735,2025-09-08,1
ATT-2D210E7E,STU-4B7735,2025-09-15,1
ATT-1923EB63,STU-4B7735,2025-09-22,1
ATT-AEE68645,STU-4B7735,2025-09-29,1
ATT-815FB3F0,STU-4B7735,2025-10-06,1
ATT-4CCF242A,STU-4B7735,2025-10-13,1
ATT-044C57DB,STU-4B7735,2025-10-20,1
ATT-87D51CCD,STU-4B7735,2025-10-27,0
ATT-44FDD0E5,STU-4B7735,2025-11-03,0
ATT-1CB6B2F8,STU-4B7735,2025-11-10,1
ATT-C966D14C,STU-4B7735,2025-11-17,1
ATT-171F85C0,STU-4B7735,2025-11-24,1
ATT-D1C33457,STU-4B7735,2025-12-01,1
ATT-CFE670DD,STU-4B7735,2025-06-05,1
ATT-8854E0DD,STU-4B7735,2025-06-12,1
ATT-DF2FE4C1,STU-4B7735,2025-06-19,1
ATT-F05D3D6A,STU-4B7735,2025-06-26,1
ATT-E39A03A7,STU-4B7735,2025-07-03,1
ATT-BA6A7FB9,STU-4B7735,2025-07-10,1
ATT-68C9FC43,STU-4B7735,2025-07-17,1
ATT-912CC8CC,STU-4B7735,2025-07-24,0
ATT-F4B5520D,STU-4B7735,2025-07-31,1
ATT-EAD640E1,STU-4B7735,2025-08-07,0
ATT-41DB5B2B,STU-4B7735,2025-08-14,1
ATT-84705554,STU-4B7735,2025-08-21,0
ATT-FDD44D48,STU-4B7735,2025-08-28,1
ATT-BFA3365E,STU-4B7735,2025-09-04,1
ATT-4202B30A,STU-4B7735,2025-09-11,1
ATT-B3403EC9,STU-4B7735,2025-09-18,1
ATT-66E18904,STU-4B7735,2025-09-25,0
ATT-39BCD091,STU-4B7735,2025-10-02,1
ATT-57C1B65B,STU-4B7735,2025-10-09,1
ATT-2CA54430,STU-4B7735,2025-10-16,1
ATT-23ECCBA2,STU-4B7735,2025-10-23,1
ATT-D44A6457,STU-4B7735,2025-10-30,1
ATT-5460E73F,STU-4B7735,2025-11-06,0
ATT-4149B463,STU-4B7735,2025-11-13,1
ATT-E18CBF5A,STU-4B7735,2025-11-20,0
ATT-BC84C689,STU-4B7735,2025-11-27,0
ATT-8F35CD39,STU-B30E86,2025-06-02,1
ATT-85E59553,STU-B30E86,2025-06-09,0
ATT-C9622260,STU-B30E86,2025-06-16,1
ATT-9F15970A,STU-B30E86,2025-06-23,0
ATT-B7523C30,STU-B30E86,2025-06-30,1
ATT-1DCC955A,STU-B30E86,2025-07-07,1
ATT-AF034EAB,STU-B30E86,2025-07-14,1
ATT-11DBEDFA,STU-B30E86,2025-07-21,1
ATT-ECA64419,STU-B30E86,2025-07-28,1
ATT-8736DCAA,STU-B30E86,2025-08-04,1
ATT-2C1ADA67,STU-B30E86,2025-08-11,1
ATT-0E63B3D6,STU-B30E86,2025-08-18,1
ATT-B15376A3,STU-B30E86,2025-08-25,1
ATT-A256840B,STU-B30E86,2025-09-01,1
ATT-61FFDB64,STU-B30E86,2025-09-08,1
ATT-6D631B64,STU-B30E86,2025-09-15,1
ATT-B36DA211,STU-B30E86,2025-09-22,0
ATT-E0DA6F15,STU-B30E86,2025-09-29,1
ATT-433A7427,STU-B30E86,2025-10-06,1
ATT-86EAC6F3,STU-B30E86,2025-10-13,1
ATT-DEF48EC9,STU-B30E86,2025-10-20,1
ATT-1EA6044A,STU-B30E86,2025-10-27,1
ATT-F42B0FA7,STU-B30E86,2025-11-03,0
ATT-15C6493D,STU-B30E86,2025-11-10,1
ATT-20749623,STU-B30E86,2025-11-17,1
ATT-F19E4343,STU-B30E86,2025-11-24,1
ATT-4BDA77FC,STU-B30E86,2025-12-01,1
ATT-C75EE361,STU-B30E86,2025-06-05,1
ATT-6056CFC6,STU-B30E86,2025-06-12,1
ATT-4A296AC4,STU-B30E86,2025-06-19,0
ATT-0C84E68A,STU-B30E86,2025-06-26,0
ATT-F0B8DA53,STU-B30E86,2025-07-03,0
ATT-7773BCC1,STU-B30E86,2025-07-10,1
ATT-10F9B1EC,STU-B30E86,2025-07-17,1
ATT-07364172,STU-B30E86,2025-07-24,1
ATT-8D951A4C,STU-B30E86,2025-07-31,0
ATT-C16F93FE,STU-B30E86,2025-08-07,1
ATT-2E4C27EF,STU-B30E86,2025-08-14,0
ATT-A611C0EC,STU-B30E86,2025-08-21,1
ATT-0BF7CD07,STU-B30E86,2025-08-28,1
ATT-B5B9668E,STU-B30E86,2025-09-04,0
ATT-3CA5F442,STU-B30E86,2025-09-11,1
ATT-E31E8929,STU-B30E86,2025-09-18,0
ATT-39B1F2F7,STU-B30E86,2025-09-25,0
ATT-AC59EAFE,STU-B30E86,2025-10-02,1
ATT-42EC6BF5,STU-B30E86,2025-10-09,1
ATT-1CFEBDEA,STU-B30E86,2025-10-16,1
ATT-16A53E01,STU-B30E86,2025-10-23,0
ATT-AA3878D6,STU-B30E86,2025-10-30,1
ATT-4EB14F76,STU-B30E86,2025-11-06,1
ATT-9184B35E,STU-B30E86,2025-11-13,1
ATT-C892CB03,STU-B30E86,2025-11-20,1
ATT-E93840BA,STU-B30E86,2025-11-27,1
ATT-BA9684F8,STU-46C8E3,2025-06-02,1
ATT-3B4ADE8C,STU-46C8E3,2025-06-09,0
ATT-900EBCD1,STU-46C8E3,2025-06-16,1
ATT-EDC3E47C,STU-46C8E3,2025-06-23,1
ATT-BDE0860E,STU-46C8E3,2025-06-30,1
ATT-4683732A,STU-46C8E3,2025-07-07,0
ATT-6C7503F4,STU-46C8E3,2025-07-14,1
ATT-351BA194,STU-46C8E3,2025-07-21,1
ATT-6701D34A,STU-46C8E3,2025-07-28,0
ATT-961614A8,STU-46C8E3,2025-08-04,0
ATT-3D15A9E3,STU-46C8E3,2025-08-11,0
ATT-B2A14A38,STU-46C8E3,2025-08-18,0
ATT-581325D8,STU-46C8E3,2025-08-25,1
ATT-545F929C,STU-46C8E3,2025-09-01,1
ATT-2DAC0325,STU-46C8E3,2025-09-08,1
ATT-E7D82079,STU-46C8E3,2025-09-15,0
ATT-94E531B4,STU-46C8E3,2025-09-22,1
ATT-F36307EE,STU-46C8E3,2025-09-29,0
ATT-1650F5DA,STU-46C8E3,2025-10-06,1
ATT-1CAF1605,STU-46C8E3,2025-10-13,0
ATT-15E9F42C,STU-46C8E3,2025-10-20,1
ATT-9846CEDC,STU-46C8E3,2025-10-27,1
ATT-0D34DE21,STU-46C8E3,2025-11-03,0
ATT-75C12144,STU-46C8E3,2025-11-10,0
ATT-7EE1E863,STU-46C8E3,2025-11-17,0
ATT-BC3F95B7,STU-46C8E3,2025-11-24,1
ATT-22BC7AA3,STU-46C8E3,2025-12-01,0
ATT-19435832,STU-46C8E3,2025-06-05,1
ATT-D607F555,STU-46C8E3,2025-06-12,1
ATT-761A9217,STU-46C8E3,2025-06-19,1
ATT-27613971,STU-46C8E3,2025-06-26,1
ATT-5826F128,STU-46C8E3,2025-07-03,1
ATT-5246F37A,STU-46C8E3,2025-07-10,1
ATT-47E69C8E,STU-46C8E3,2025-07-17,1
ATT-11FC7D4F,STU-46C8E3,2025-07-24,0
ATT-3BDFB986,STU-46C8E3,2025-07-31,1
ATT-C834FCE0,STU-46C8E3,2025-08-07,1
ATT-D9FE77FB,STU-46C8E3,2025-08-14,1
ATT-F31562B9,STU-46C8E3,2025-08-21,1
ATT-5409D848,STU-46C8E3,2025-08-28,1
ATT-B72B870E,STU-46C8E3,2025-09-04,1
ATT-C3374290,STU-46C8E3,2025-09-11,1
ATT-FFB53BA0,STU-46C8E3,2025-09-18,1
ATT-43E9321E,STU-46C8E3,2025-09-25,1
ATT-375991C3,STU-46C8E3,2025-10-02,0
ATT-6CE56143,STU-46C8E3,2025-10-09,1
ATT-383D7F7A,STU-46C8E3,2025-10-16,0
ATT-9E179AE4,STU-46C8E3,2025-10-23,1
ATT-BBAD3D81,STU-46C8E3,2025-10-30,0
ATT-C0FDF1EF,STU-46C8E3,2025-11-06,1
ATT-5582A817,STU-46C8E3,2025-11-13,1
ATT-2C5C983F,STU-46C8E3,2025-11-20,1
ATT-F8DDA0C8,STU-46C8E3,2025-11-27,0
ATT-EE730AB3,STU-34D135,2025-06-02,0
ATT-B8DE0546,STU-34D135,2025-06-09,1
ATT-83A64458,STU-34D135,2025-06-16,0
ATT-E9512699,STU-34D135,2025-06-23,0
ATT-76F66049,STU-34D135,2025-06-30,1
ATT-A6180944,STU-34D135,2025-07-07,1
ATT-863D4B7B,STU-34D135,2025-07-14,0
ATT-E16A390E,STU-34D135,2025-07-21,1
ATT-FABEBA56,STU-34D135,2025-07-28,1
ATT-BC975CA6,STU-34D135,2025-08-04,1
ATT-6FC6F84D,STU-34D135,2025-08-11,1
ATT-3262ED86,STU-34D135,2025-08-18,1
ATT-AE7E0CE5,STU-34D135,2025-08-25,1
ATT-9E2A8B90,STU-34D135,2025-09-01,1
ATT-EF469FD1,STU-34D135,2025-09-08,1
ATT-11F11B4D,STU-34D135,2025-09-15,1
ATT-AB5F4951,STU-34D135,2025-09-22,1
ATT-FC5CD259,STU-34D135,2025-09-29,1
ATT-AAF13086,STU-34D135,2025-10-06,1
ATT-5FCAF6DF,STU-34D135,2025-10-13,1
ATT-A247EBB2,STU-34D135,2025-10-20,0
ATT-62EC7725,STU-34D135,2025-10-27,0
ATT-16480D07,STU-34D135,2025-11-03,0
ATT-17A33526,STU-34D135,2025-11-10,1
ATT-A640F7C1,STU-34D135,2025-11-17,1
ATT-B42F87CF,STU-34D135,2025-11-24,1
ATT-F56AF1D4,STU-34D135,2025-12-01,1
ATT-71B3F708,STU-34D135,2025-06-05,1
ATT-88135C08,STU-34D135,2025-06-12,1
ATT-120E94E6,STU-34D135,2025-06-19,1
ATT-0BB8BE88,STU-34D135,2025-06-26,1
ATT-2F58D138,STU-34D135,2025-07-03,1
ATT-0BF69DBF,STU-34D135,2025-07-10,1
ATT-4FAEC0E6,STU-34D135,2025-07-17,1
ATT-A164D377,STU-34D135,2025-07-24,0
ATT-EF36F358,STU-34D135,2025-07-31,1
ATT-BAB9380E,STU-34D135,2025-08-07,1
ATT-0B1851E8,STU-34D135,2025-08-14,1
ATT-10DC2304,STU-34D135,2025-08-21,1
ATT-989BDC34,STU-34D135,2025-08-28,1
ATT-6BF59347,STU-34D135,2025-09-04,1
ATT-930B03BC,STU-34D135,2025-09-11,0
ATT-6DC7B1EF,STU-34D135,2025-09-18,0
ATT-90061ADC,STU-34D135,2025-09-25,1
ATT-E5F0EEA4,STU-34D135,2025-10-02,0
ATT-CE011394,STU-34D135,2025-10-09,0
ATT-C7DD1D15,STU-34D135,2025-10-16,1
ATT-013ED2E7,STU-34D135,2025-10-23,1
ATT-B0740F70,STU-34D135,2025-10-30,1
ATT-3A59F9AA,STU-34D135,2025-11-06,1
ATT-1C8F717D,STU-34D135,2025-11-13,1
ATT-2B5419DE,STU-34D135,2025-11-20,1
ATT-5EE83863,STU-34D135,2025-11-27,1
ATT-748AB14A,STU-71C6A6,2025-06-02,0
ATT-39E2DF7E,STU-71C6A6,2025-06-09,1
ATT-3668AD77,STU-71C6A6,2025-06-16,1
ATT-60C2F4A1,STU-71C6A6,2025-06-23,1
ATT-A1388444,STU-71C6A6,2025-06-30,1
ATT-5D4F8977,STU-71C6A6,2025-07-07,1
ATT-723EA274,STU-71C6A6,2025-07-14,1
ATT-38EB00E2,STU-71C6A6,2025-07-21,1
ATT-93FC3AAF,STU-71C6A6,2025-07-28,0
ATT-7A6B2E75,STU-71C6A6,2025-08-04,1
ATT-728A70E8,STU-71C6A6,2025-08-11,1
ATT-241A8D1F,STU-71C6A6,2025-08-18,1
ATT-86860C98,STU-71C6A6,2025-08-25,1
ATT-B6815DA6,STU-71C6A6,2025-09-01,1
ATT-48438FB8,STU-71C6A6,2025-09-08,1
ATT-92139E6B,STU-71C6A6,2025-09-15,1
ATT-F16C62A7,STU-71C6A6,2025-09-22,0
ATT-9E715AEB,STU-71C6A6,2025-09-29,1
ATT-437E5845,STU-71C6A6,2025-10-06,1
ATT-74FFA7CD,STU-71C6A6,2025-10-13,0
ATT-D6D47A61,STU-71C6A6,2025-10-20,0
ATT-ABFD4042,STU-71C6A6,2025-10-27,1
ATT-295471AC,STU-71C6A6,2025-11-03,1
ATT-F372D20A,STU-71C6A6,2025-11-10,1
ATT-3E68123C,STU-71C6A6,2025-11-17,1
ATT-F7C4745D,STU-71C6A6,2025-11-24,1
ATT-D2DCDC94,STU-71C6A6,2025-12-01,1
ATT-D821B38D,STU-71C6A6,2025-06-05,1
ATT-276D13D0,STU-71C6A6,2025-06-12,0
ATT-2412513C,STU-71C6A6,2025-06-19,1
ATT-8F0EFD63,STU-71C6A6,2025-06-26,1
ATT-2A9E74FE,STU-71C6A6,2025-07-03,1
ATT-6D5F7073,STU-71C6A6,2025-07-10,1
ATT-DDA798F3,STU-71C6A6,2025-07-17,1
ATT-149549BB,STU-71C6A6,2025-07-24,0
ATT-395473FE,STU-71C6A6,2025-07-31,1
ATT-534969B8,STU-71C6A6,2025-08-07,1
ATT-85818599,STU-71C6A6,2025-08-14,1
ATT-64DC8E39,STU-71C6A6,2025-08-21,1
ATT-A696338F,STU-71C6A6,2025-08-28,1
ATT-C0C7E1CD,STU-71C6A6,2025-09-04,1
ATT-0712F647,STU-71C6A6,2025-09-11,1
ATT-7915A17B,STU-71C6A6,2025-09-18,1
ATT-DD11DB05,STU-71C6A6,2025-09-25,1
ATT-D806738B,STU-71C6A6,2025-10-02,1
ATT-219DF094,STU-71C6A6,2025-10-09,0
ATT-290CF1E0,STU-71C6A6,2025-10-16,0
ATT-9AFD6AA0,STU-71C6A6,2025-10-23,0
ATT-09F1C858,STU-71C6A6,2025-10-30,0
ATT-80355E61,STU-71C6A6,2025-11-06,1
ATT-C3D0FB70,STU-71C6A6,2025-11-13,0
ATT-BC1B7DC8,STU-71C6A6,2025-11-20,1
ATT-C69D04BB,STU-71C6A6,2025-11-27,1
ATT-AF6CC758,STU-785320,2025-06-02,1
ATT-A55387DF,STU-785320,2025-06-09,1
ATT-B1C14444,STU-785320,2025-06-16,1
ATT-09A66C49,STU-785320,2025-06-23,1
ATT-23AD1C34,STU-785320,2025-06-30,1
ATT-99032C26,STU-785320,2025-07-07,0
ATT-BA8A241D,STU-785320,2025-07-14,1
ATT-80C439A8,STU-785320,2025-07-21,1
ATT-1282EC60,STU-785320,2025-07-28,1
ATT-E18EFC9E,STU-785320,2025-08-04,0
ATT-8CEB419B,STU-785320,2025-08-11,0
ATT-08017ABB,STU-785320,2025-08-18,1
ATT-B064BCAD,STU-785320,2025-08-25,1
ATT-03B35E13,STU-785320,2025-09-01,1
ATT-3AAFAE0E,STU-785320,2025-09-08,1
ATT-EA9CC573,STU-785320,2025-09-15,1
ATT-E6C6342F,STU-785320,2025-09-22,1
ATT-506AE473,STU-785320,2025-09-29,1
ATT-C845277C,STU-785320,2025-10-06,1
ATT-3FAA4A12,STU-785320,2025-10-13,1
ATT-170640AA,STU-785320,2025-10-20,1
ATT-2D857461,STU-785320,2025-10-27,0
ATT-092382EA,STU-785320,2025-11-03,1
ATT-2F8F46C0,STU-785320,2025-11-10,1
ATT-3562E431,STU-785320,2025-11-17,1
ATT-BD1F2CCE,STU-785320,2025-11-24,1
ATT-98D22589,STU-785320,2025-12-01,1
ATT-4326BEFE,STU-785320,2025-06-05,1
ATT-6B93F7EB,STU-785320,2025-06-12,0
ATT-C123E681,STU-785320,2025-06-19,1
ATT-80E0B650,STU-785320,2025-06-26,1
ATT-B1291BC7,STU-785320,2025-07-03,1
ATT-58B38D12,STU-785320,2025-07-10,1
ATT-27EC9562,STU-785320,2025-07-17,1
ATT-17F1EFFF,STU-785320,2025-07-24,1
ATT-FA1811DE,STU-785320,2025-07-31,1
ATT-846DD86E,STU-785320,2025-08-07,1
ATT-1DAEDD6F,STU-785320,2025-08-14,0
ATT-71064032,STU-785320,2025-08-21,1
ATT-288D4942,STU-785320,2025-08-28,1
ATT-D121E904,STU-785320,2025-09-04,1
ATT-06E7B299,STU-785320,2025-09-11,0
ATT-6663811A,STU-785320,2025-09-18,1
ATT-8D77A82C,STU-785320,2025-09-25,1
ATT-461A2F03,STU-785320,2025-10-02,1
ATT-23B77BB6,STU-785320,2025-10-09,1
ATT-7F4EA408,STU-785320,2025-10-16,1
ATT-7ED59F2E,STU-785320,2025-10-23,0
ATT-C501E22B,STU-785320,2025-10-30,1
ATT-07A100FF,STU-785320,2025-11-06,1
ATT-8B5A2273,STU-785320,2025-11-13,1
ATT-2A7B4A22,STU-785320,2025-11-20,0
ATT-72EE9747,STU-785320,2025-11-27,1
ATT-68DC2695,STU-362730,2025-06-02,1
ATT-57A7F8EC,STU-362730,2025-06-09,1
ATT-8304F806,STU-362730,2025-06-16,0
ATT-4F8B81ED,STU-362730,2025-06-23,1
ATT-B62E48E1,STU-362730,2025-06-30,1
ATT-AFA3230B,STU-362730,2025-07-07,1
ATT-CB8E617B,STU-362730,2025-07-14,1
ATT-463D11FF,STU-362730,2025-07-21,1
ATT-FC2EFD1D,STU-362730,2025-07-28,0
ATT-38572DB5,STU-362730,2025-08-04,0
ATT-14AA33D6,STU-362730,2025-08-11,1
ATT-262AD93C,STU-362730,2025-08-18,1
ATT-08C06E08,STU-362730,2025-08-25,0
ATT-3F3C10D7,STU-362730,2025-09-01,1
ATT-6A4F82B7,STU-362730,2025-09-08,1
ATT-92087854,STU-362730,2025-09-15,1
ATT-B30E3B55,STU-362730,2025-09-22,1
ATT-6C816925,STU-362730,2025-09-29,1
ATT-BAC6BFD0,STU-362730,2025-10-06,1
ATT-A84BE0A6,STU-362730,2025-10-13,1
ATT-90485A5F,STU-362730,2025-10-20,0
ATT-D6EEEEE8,STU-362730,2025-10-27,1
ATT-EE5F043F,STU-362730,2025-11-03,0
ATT-E4810B8B,STU-362730,2025-11-10,1
ATT-9C25E097,STU-362730,2025-11-17,1
ATT-D008A610,STU-362730,2025-11-24,0
ATT-C893B919,STU-362730,2025-12-01,0
